Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 19:17:29,2021-03-27 19:17:55,26.091s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 19:17:29,2021-03-27 19:17:31,2.498s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 19:17:31,2021-03-27 19:17:31,0.216s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 19:17:31,2021-03-27 19:17:35,3.426s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:35,2021-03-27 19:17:37,2.556s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 19:17:37,2021-03-27 19:17:38,0.903s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:38,2021-03-27 19:17:41,2.879s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ 87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:17:41,2021-03-27 19:17:42,0.879s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:42,2021-03-27 19:17:45,3.259s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:45,2021-03-27 19:17:47,2.133s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:17:47,2021-03-27 19:17:51,3.575s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 19:17:51,2021-03-27 19:17:52,0.927s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:52,2021-03-27 19:17:52,0.537s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 19:17:52,2021-03-27 19:17:54,1.295s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_6 Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:17:54,2021-03-27 19:17:55,0.986s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 19:17:55,2021-03-27 19:18:23,27.920s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 19:17:55,2021-03-27 19:17:57,2.635s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 19:17:57,2021-03-27 19:17:58,0.193s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 19:17:58,2021-03-27 19:18:01,3.054s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:01,2021-03-27 19:18:02,1.133s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 19:18:02,2021-03-27 19:18:03,1.403s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:03,2021-03-27 19:18:08,4.342s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ 87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:18:08,2021-03-27 19:18:08,0.487s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:08,2021-03-27 19:18:12,3.970s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:12,2021-03-27 19:18:15,3.038s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:18:15,2021-03-27 19:18:16,1.457s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 19:18:16,2021-03-27 19:18:19,2.812s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:19,2021-03-27 19:18:20,0.523s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:20,2021-03-27 19:18:22,2.001s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_6 Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:18:22,2021-03-27 19:18:23,0.847s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 19:18:23,2021-03-27 19:19:01,38.090s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 19:18:23,2021-03-27 19:18:25,2.653s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 19:18:25,2021-03-27 19:18:26,0.199s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 19:18:26,2021-03-27 19:18:31,5.097s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:31,2021-03-27 19:18:32,0.997s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 19:18:32,2021-03-27 19:18:33,1.466s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:33,2021-03-27 19:18:36,3.086s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ 87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:18:36,2021-03-27 19:18:37,0.788s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:37,2021-03-27 19:18:41,3.763s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:41,2021-03-27 19:18:47,6.265s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:18:47,2021-03-27 19:18:55,8.014s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 19:18:55,2021-03-27 19:18:58,2.503s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:58,2021-03-27 19:18:58,0.819s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 19:18:58,2021-03-27 19:19:00,1.943s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_6 Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:19:00,2021-03-27 19:19:01,0.481s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 19:19:01,2021-03-27 19:19:27,25.922s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 19:19:01,2021-03-27 19:19:03,2.617s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 19:19:03,2021-03-27 19:19:04,0.171s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 19:19:04,2021-03-27 19:19:07,3.019s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:07,2021-03-27 19:19:09,2.054s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 19:19:09,2021-03-27 19:19:10,0.956s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:10,2021-03-27 19:19:13,3.337s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ 87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:19:13,2021-03-27 19:19:14,0.793s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:14,2021-03-27 19:19:17,3.626s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:17,2021-03-27 19:19:20,2.113s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:19:20,2021-03-27 19:19:22,2.015s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 19:19:22,2021-03-27 19:19:24,2.539s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:24,2021-03-27 19:19:25,0.583s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:25,2021-03-27 19:19:26,1.588s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_6 Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:19:26,2021-03-27 19:19:27,0.493s,PASSED
,,,,,,,
Test Cases/TC002,Chrome 89.0.4389.90,"Step 1-Navigate to given URL
Step 2-Search for given keyword
Step 3-Click on find location 
Step 4-Enter suburb name
Step 5-Filtered to only show service centre name
Step 6-Click one of service centre name",,2021-03-27 19:19:27,2021-03-27 19:20:19,52.158s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2021-03-27 19:19:27,2021-03-27 19:19:29,2.557s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-27 19:19:29,2021-03-27 19:19:30,0.190s,PASSED
"navigateToUrl(""https://www.service.nsw.gov.au/"")",Chrome 89.0.4389.90,,,2021-03-27 19:19:30,2021-03-27 19:19:42,12.380s,PASSED
"click(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:42,2021-03-27 19:19:43,1.123s,PASSED
"setText(findTestObject(""Service NSW Object/input_Service NSW makes it easier to find government information and services_q""), ""Apply for a number plate"")",Chrome 89.0.4389.90,,,2021-03-27 19:19:43,2021-03-27 19:19:45,1.830s,PASSED
"click(findTestObject(""Service NSW Object/button_apply for a number plate_button button--primary""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:45,2021-03-27 19:19:51,6.110s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ 87 results found""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:19:51,2021-03-27 19:19:52,1.323s,PASSED
"click(findTestObject(""Service NSW Object/a_Apply for a number plate""))",Chrome 89.0.4389.90,,,2021-03-27 19:19:52,2021-03-27 19:20:00,7.254s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/a_Find locations""))",Chrome 89.0.4389.90,,,2021-03-27 19:20:00,2021-03-27 19:20:04,4.804s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/div_ search by suburb""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:20:04,2021-03-27 19:20:14,9.123s,PASSED
"setText(findTestObject(""Object Repository/Service NSW Object/input_Search by suburb, postcode or current_d530bf""), suburb)",Chrome 89.0.4389.90,,,2021-03-27 19:20:14,2021-03-27 19:20:14,0.922s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Sydney South 2000_button button--pri_c5c898""))",Chrome 89.0.4389.90,,,2021-03-27 19:20:14,2021-03-27 19:20:16,1.956s,PASSED
"click(findTestObject(""Object Repository/Service NSW Object/button_Service Centres""))",Chrome 89.0.4389.90,,,2021-03-27 19:20:16,2021-03-27 19:20:18,1.933s,PASSED
"scrollToElement(findTestObject(""Service NSW Object/h2_6 Service NSW locations""), 0)",Chrome 89.0.4389.90,,,2021-03-27 19:20:18,2021-03-27 19:20:19,0.601s,PASSED
